^DATABASE = Geo
!Database_name = Gene Expression Omnibus (GEO)
!Database_institute = NCBI NLM NIH
!Database_web_link = http://www.ncbi.nlm.nih.gov/geo
!Database_email = geo@ncbi.nlm.nih.gov
!Database_ref = Nucleic Acids Res. 2005 Jan 1;33 Database Issue:D562-6
^DATASET = GDS1033
!dataset_title = fhl1 and ifh1 deletion mutants
!dataset_description = Expression profiling of fhl1 single deletion mutant and ifh1 fhl1 double deletion mutant.  Mutants generated from W303 strain.  Results indicate that Ifh1p and Fhl1p function together to regulate the transcription of ribosomal protein genes.
!dataset_type = Expression profiling by array
!dataset_pubmed_id = 15692568
!dataset_platform = GPL90
!dataset_platform_organism = Saccharomyces cerevisiae
!dataset_platform_technology_type = in situ oligonucleotide
!dataset_feature_count = 9335
!dataset_sample_organism = Saccharomyces cerevisiae
!dataset_sample_type = RNA
!dataset_channel_count = 1
!dataset_sample_count = 6
!dataset_value_type = transformed count
!dataset_reference_series = GSE2096
!dataset_order = none
!dataset_update_date = Oct 10 2012
^SUBSET = GDS1033_1
!subset_dataset_id = GDS1033
!subset_description = wild type
!subset_sample_id = GSM37903,GSM37904
!subset_type = genotype/variation
^SUBSET = GDS1033_2
!subset_dataset_id = GDS1033
!subset_description = fhl1 deletion
!subset_sample_id = GSM37905,GSM37906
!subset_type = genotype/variation
^SUBSET = GDS1033_3
!subset_dataset_id = GDS1033
!subset_description = fhl1 ifh1 double deletion
!subset_sample_id = GSM37907,GSM37908
!subset_type = genotype/variation
^DATASET = GDS1033
#ID_REF = Platform reference identifier
#IDENTIFIER = identifier
#GSM37903 = Value for GSM37903: Wild type (first experiment); src: Total RNA from yeast
#GSM37904 = Value for GSM37904: WT (second experiment); src: Yeast total RNA.
#GSM37905 = Value for GSM37905: Delta FHL1 (second experiment); src: Yeast total RNA
#GSM37906 = Value for GSM37906: Delta FHL1 (first experiment); src: Yeast total RNA.
#GSM37907 = Value for GSM37907: FHL1, IFH1 double deletion (first experiment); src: Yeast total RNA.
#GSM37908 = Value for GSM37908: FHL1, IFH1 double deleted strain (second experiment); src: Yeast total RNA.
!dataset_table_begin
ID_REF	IDENTIFIER	GSM37903	GSM37904	GSM37905	GSM37906	GSM37907	GSM37908
4804_at	XKS1	7.05244	6.44991	7.13522	7.14418	7.05244	6.93202
4805_at	SKI6	9.74635	9.62364	10.1057	10.2327	10.1587	10.0809
4806_at	FYV8	6.34737	5.91485	6.38312	6.4598	6.38175	6.10374
4807_at	SNG1	8.8541	8.64476	8.96101	8.81677	8.96101	8.72181
4808_at	YPP1	9.07683	9.33929	9.40629	9.7543	9.66162	9.77518
4809_at	PMT6	8.69356	9.09999	8.3463	8.71938	8.52112	8.71074
4810_at	ELP2	7.31281	6.39388	7.39258	6.74884	7.37414	6.78764
4811_at	YGR201C	7.98676	7.9709	8.80273	8.91716	8.50713	8.80947
4812_at	PCT1	7.2873	7.10161	7.2575	7.17777	6.84276	6.96088
4813_at	YCH1	8.68255	8.84455	9.11999	9.44118	8.7168	8.91813
4814_at	ADE3	11.4593	11.3244	11.1454	11.1449	11.2884	11.2623
4815_at	TDA10	5.70051	5.81153	5.19797	5.26051	5.19797	4.96511
4816_at	MVB12	7.57612	7.65495	8.0964	8.18983	7.33171	7.71329
4817_at	CIR1	7.46831	7.42637	7.79953	8.20758	7.74328	7.85822
4818_at	SER2	9.06956	9.01563	9.06956	8.85795	9.06956	8.74061
4819_at	YGR164W	2.86175	3.11095	3.03327	3.16941	3.03327	3.03687
4820_at	MRPS35	8.29279	8.15788	7.64422	7.68578	7.57516	7.46866
4821_at	TRS65	7.05633	7.3101	7.37281	7.79403	7.42029	7.88654
4822_at	CLC1	8.22882	7.68017	8.26035	8.15201	7.8237	7.77128
4823_at	YGR168C	7.09521	6.99434	7.48305	7.45321	7.40493	7.23068
4824_at	PUS6	7.91089	8.0864	7.91089	8.043	7.91089	7.814
4825_at	PSD2	7.96957	7.75603	7.85695	7.80191	7.94875	7.71747
4826_at	MSM1	7.85682	7.97076	7.50231	7.69099	7.33742	7.52721
4827_at	YIP1	8.63147	8.82324	8.93567	9.04209	8.76533	8.91631
4828_at	RBG2	9.64811	9.56782	9.9248	9.70371	9.89495	9.53809
4829_at	CBP4	7.12554	6.85449	6.94445	6.97007	6.89476	6.77844
4830_at	ERG1	10.5491	10.7938	10.6743	11.0893	10.6681	11.1775
4831_at	YGR176W	5.03107	5.61887	4.67444	4.66359	4.85958	4.59067
4832_at	ATF2	8.79922	9.52808	7.78162	7.92251	8.13888	8.30966
4833_at	PBP1	11.017	10.8496	10.9381	10.7311	11.0034	10.6328
4834_at	OKP1	7.4228	7.34793	7.63076	7.49922	7.51617	7.30224
4835_at	RNR4	11.7189	11.8564	11.1506	11.5233	10.9049	11.472
4836_at	TIM13	10.8685	10.8158	10.9191	10.8113	10.5858	10.3687
4837_at	YGR182C	9.3804	8.97567	9.48465	9.61339	9.48465	9.49733
4838_at	QCR9	10.268	10.3023	11.1566	11.4578	10.6518	11.224
4839_at	UBR1	9.60013	9.27769	9.28957	9.02142	9.45502	8.95203
4840_at	TYS1	10.5419	10.0494	10.4929	10.1893	10.4923	10.0037
4841_at	TFG1	8.19053	8.2606	8.22143	8.21666	8.18502	8.14275
4842_at	BTN2	8.40651	8.6559	8.40651	8.49859	8.45078	8.4492
4843_at	SKN1	9.02802	9.41133	9.02802	9.6887	8.90212	10.0726
4844_at	THI4	6.58966	7.59032	8.031	7.80164	8.72848	7.94557
4845_at	ENP2	9.09667	9.20666	9.3645	9.33501	9.37108	9.47215
4846_at	ECL1	9.25404	9.79083	7.59584	7.79356	7.84656	7.99455
4847_at	NAT2	8.88197	8.67197	9.09933	9.03938	8.95561	8.8098
4848_at	RPL24B	13.5103	13.5698	13.2261	13.3564	12.9432	13.1541
4849_at	YGR149W	9.10535	9.20095	9.14866	9.59346	9.15451	9.51564
4850_at	CCM1	7.30203	7.42196	6.27883	6.53661	6.27042	6.4221
4851_i_at	RSR1	9.98948	10.4133	10.4718	10.7779	10.3281	10.9506
4852_s_at	RSR1	9.55174	9.68421	9.83737	10.1008	9.96463	10.1667
4853_at	RSR1	7.3835	7.6032	7.72203	8.00363	7.53644	8.08536
4854_at	YGR153W	5.01206	5.40709	5.1757	5.51418	5.13104	5.51495
4855_at	GTO1	6.7447	6.51746	7.19363	7.10129	7.1088	6.99864
4856_at	CYS4	11.5994	11.5051	11.051	11.3585	11.1223	11.2593
4857_at	PTI1	7.2308	6.7976	7.32883	6.77246	7.48423	6.9608
4858_at	CHO2	9.98221	9.89554	9.90081	10.1071	9.57675	9.89495
4859_at	MTR3	8.48546	8.55096	8.63666	8.89952	8.69405	8.83506
4860_at	NSR1	10.721	10.9052	10.721	11.1732	10.721	11.1991
4861_at	YGR160W	5.65816	5.98109	5.29661	5.41086	5.39808	5.29426
4862_at	RTS3	9.02425	8.83402	9.27909	9.78061	9.91773	10.3475
4863_at	TIF4631	8.63662	8.16827	7.95613	7.96432	7.85608	8.07179
4864_at	GTR2	6.8993	6.67169	7.77236	7.72517	7.56591	7.48155
4865_at	COG2	8.07527	8.15068	8.70395	8.81807	8.43349	8.57561
4866_at	MEP1	9.30535	9.5687	8.3177	8.86183	8.72475	9.29226
4867_at	YGR122W	6.73272	6.79317	6.70586	6.59438	6.73272	6.33466
4868_at	PPT1	8.20364	8.28378	7.6597	7.91568	7.5572	7.84557
4869_at	ASN2	11.3623	11.0138	10.8471	10.547	10.9	10.626
4870_at	YGR125W	9.2781	9.00751	9.18113	9.44416	9.16302	9.45276
4871_at	YGR126W	4.13405	4.73809	3.75924	4.12411	3.97739	4.83077
4872_at	YGR127W	7.20273	7.31873	7.87235	8.11161	7.93087	7.99441
4873_at	UTP8	8.62459	8.6087	8.62459	8.4558	8.72903	8.43282
4874_at	SYF2	6.3503	6.33259	6.97144	7.15383	6.87428	7.01249
4875_at	YGR130C	6.75385	5.64861	7.33358	7.13479	7.05101	6.71861
4876_at	FHN1	6.39818	6.48128	6.75822	6.93926	6.75822	6.53151
4877_at	PHB1	8.82735	8.56358	8.53049	8.60866	8.07868	8.33867
4878_at	PEX4	6.67706	6.56786	6.68839	6.65636	6.5325	6.34084
4879_at	CAF130	8.14553	8.07502	8.17811	8.00768	8.21496	7.98283
4880_at	PRE9	9.87485	9.43406	10.265	10.0318	10.0777	9.90668
4881_at	LSB1	10.7645	10.721	11.1224	11.203	11.235	11.3408
4882_g_at	LSB1	9.0818	9.29784	9.52779	9.63601	9.52754	9.7814
4883_at	LSB1	7.28349	6.31526	7.80176	7.75446	7.3869	7.4432
4884_i_at	TPO2	8.67741	8.29555	10.0584	10.0851	10.4127	10.8189
4885_at	YGR139W	3.32741	3.72514	3.04259	3.29242	3.33867	3.37995
4886_at	CBF2	6.97674	6.97337	7.11898	6.86421	7.15986	7.00215
4887_at	VPS62	7.46883	7.742	7.33518	7.68253	7.22875	7.43219
4888_at	ESP1	7.64444	7.65998	7.64444	7.84046	7.64444	7.74736
4889_at	TEL2	6.13247	5.92564	6.14199	6.26219	6.13247	6.04401
4890_at	MDR1	8.24122	7.86278	8.33186	8.14645	8.27898	7.82198
4891_at	PCP1	9.23076	9.12036	8.78361	8.76309	8.94358	8.84554
4892_at	GTF1	6.78077	6.4261	7.95963	7.86257	7.53441	7.64455
4893_at	NOP7	7.76901	7.9373	7.76664	7.74619	7.70789	7.69954
4894_at	SRB5	6.37293	6.24306	7.18934	6.84364	7.07284	6.66171
4895_at	VMA21	9.5093	9.26597	9.86031	9.71266	9.27296	9.27452
4896_at	VOA1	10.9297	10.9222	10.9272	11.0153	10.8306	10.7613
4897_at	YGR107W	4.66208	4.98036	4.43547	4.65733	4.44822	4.53144
4898_at	CLB1	8.10337	8.32144	8.00559	8.45273	7.83137	8.55202
4899_at	CLB6	6.2029	6.24452	6.07754	6.0919	6.21969	6.21241
4900_at	CLD1	5.07626	4.90648	5.24807	5.47218	5.2619	5.42382
4901_at	YGR111W	7.26284	6.71757	7.20893	6.94979	6.93872	6.78116
4902_at	SHY1	7.50592	7.58671	7.08378	7.26815	6.82438	7.01225
4903_at	DAM1	7.55983	7.1768	7.65536	7.25557	7.76261	7.20917
4904_at	YGR114C	5.6277	6.26179	5.27248	5.53502	5.33617	5.39726
4905_g_at	YGR114C	7.13707	8.14022	6.68108	7.32349	6.83001	7.33191
4906_at	YGR115C	6.32981	6.72391	5.87544	5.74177	6.01494	5.72627
4907_at	SPT6	7.10517	6.75483	6.48686	6.61964	6.08568	6.36844
4908_at	YGR117C	7.75489	7.82972	7.62399	7.66135	7.41849	7.43992
4909_f_at	RPS23B	12.9913	12.9278	12.1522	12.1873	11.8912	12.1186
4910_at	NUP57	7.99154	7.99704	8.04938	8.18934	8.04938	8.04692
4911_at	PRP38	5.74806	5.87418	5.74806	6.10085	5.74806	6.0642
4912_at	MRPL25	9.25954	9.31752	9.1145	9.38208	8.77606	8.9879
4913_at	PEX8	9.83601	9.8714	9.80754	9.84265	9.80754	9.84729
4914_at	PAC10	9.43004	8.97845	10.0408	9.51897	9.87616	9.44533
4915_at	YGR079W	9.94527	9.9308	10.2509	10.3441	10.2128	10.3059
4916_at	TWF1	10.2018	10.2964	10.6738	10.7766	10.5535	10.6193
4917_at	SLX9	8.20604	8.03238	8.63269	8.55214	8.30026	8.25108
4918_at	TOM20	11.2633	11.2303	10.7212	10.6461	10.3941	10.521
4919_at	GCD2	8.57631	8.37859	8.34969	8.03541	8.10119	7.94333
4920_at	MRP13	8.53634	8.01192	7.85827	7.8754	7.58643	7.53747
4921_i_at	RPL11A	13.5628	13.7247	13.7992	13.8931	13.7814	13.738
4922_at	PIL1	11.3622	11.1826	11.4637	11.6571	11.2355	11.2966
4923_at	PDC6	6.1378	6.31423	6.01117	5.73369	6.1274	5.85855
4924_at	CTT1	7.06271	7.28347	8.98878	9.35166	8.56762	8.72064
4925_at	NNF2	5.90961	5.26005	6.30558	5.80405	6.08883	5.52249
4926_at	UTP22	9.78394	9.91346	8.96532	9.09033	9.12392	8.95306
4927_at	PRP31	7.51146	7.4044	7.55053	7.7711	7.55053	7.75705
4928_at	DBF2	7.89375	7.82494	7.80276	7.99826	7.8513	8.13393
4929_at	DRN1	8.42953	8.60804	8.42953	8.70152	8.31379	8.76557
4930_at	VAS1	10.3704	10.3301	9.48035	9.71803	9.48839	9.78124
4931_at	RRP46	9.39397	9.83195	10.1669	10.5163	10.2302	10.4959
4932_at	TPC1	6.84455	7.03178	6.84455	6.89127	6.84455	6.79837
4933_at	ASK10	9.01451	9.28273	9.01175	9.33929	9.34157	9.57919
4934_at	YGR053C	5.96069	6.16069	5.65226	5.62255	5.57481	5.37433
4935_at	YGR054W	9.05871	8.8945	8.3145	8.02817	8.41377	8.257
4936_at	MUP1	11.0584	10.9283	11.2357	11.4444	11.0404	11.2651
4937_at	RSC1	7.97396	8.28067	7.70779	8.16902	7.76752	8.06131
4938_at	LST7	6.85638	7.05373	7.07511	7.82838	7.39552	7.8636
4939_at	PEF1	6.76859	6.66025	6.93926	6.86757	6.84716	6.94907
4940_at	SPR3	3.40515	3.58971	3.37701	3.48311	3.43444	3.54312
4941_at	ERG25	12.4257	12.6839	12.3776	12.7546	12.492	12.7376
4942_at	ADE6	10.6483	9.94677	10.4784	10.0522	10.6211	9.88629
4943_at	COX18	9.22604	9.34195	8.60867	8.79631	8.82878	8.62854
4944_at	SPT4	9.36225	9.26325	9.78313	9.78734	9.37331	9.34975
4945_at	YGR064W	6.57759	6.81085	6.7531	6.69216	6.7531	6.48656
4946_at	VHT1	8.8287	8.89362	9.31184	9.36047	9.40208	9.38778
4947_at	YGR066C	5.76992	5.55251	5.76992	5.6864	5.76992	5.65327
4948_at	YGR067C	6.30416	6.28168	6.57231	6.97822	6.44116	6.784
4949_at	ART5	8.09098	7.77727	8.16205	7.96715	8.50947	8.30852
4950_at	YGR069W	4.67291	4.73553	4.35122	3.95158	4.33498	4.02307
4951_at	ROM1	7.56821	7.73507	8.04053	8.43455	8.14131	8.36294
4952_at	ENV11	6.58823	6.40992	6.59307	6.79885	6.58823	6.75935
4953_at	UPF3	7.13861	7.30362	7.64339	7.85069	7.62686	7.73589
4954_at	YGR073C	6.89504	7.27948	7.20808	7.56059	7.17259	7.26354
4955_at	SMD1	7.78055	8.19281	8.41332	8.72161	7.95574	8.40424
4956_at	MSP1	7.70386	7.61307	7.5353	7.8	7.56586	7.67118
4957_at	POP6	7.54522	7.40265	8.19201	8.19463	7.75266	7.88712
4958_at	IMO32	8.13296	7.90925	8.15595	8.05386	8.24218	8.02781
4959_at	GSC2	8.96928	8.81133	9.41601	9.64248	10.0552	10.1881
4960_at	TIM21	9.03261	9.11456	9.19774	9.66017	9.01651	9.41987
4961_at	YGR035C	7.48997	8.00147	6.8427	6.76597	6.77202	6.95356
4962_at	CAX4	5.78754	5.84543	5.86978	6.19008	5.87909	6.17074
4963_at	ACB1	11.7584	11.5527	11.4034	11.3511	11.1173	11.0941
4964_at	ORM1	9.82635	10.0587	9.89329	9.90476	9.61279	9.54166
4965_at	YGR039W	5.30284	5.51174	5.40452	5.80258	5.36639	5.88016
4966_at	KSS1	6.37508	6.15674	6.96733	7.09474	6.83241	7.39857
4967_at	BUD9	7.94933	8.02368	7.94933	7.85522	7.94933	7.86638
4968_at	YGR042W	6.57616	6.61436	6.52892	6.47043	6.42122	6.27425
4969_at	NQM1	6.85249	6.99688	7.89251	7.39621	7.67769	7.45134
4970_at	RME1	10.0287	10.1666	10.0355	10.5237	9.77873	10.2658
4971_at	YGR045C	6.38441	6.48151	6.22604	6.24422	6.24061	6.21632
4972_at	TAM41	7.15243	7.19343	7.50306	7.91765	7.34697	7.93703
4973_at	TFC4	8.24545	8.23172	8.08121	8.15465	8.08121	8.22825
4974_at	UFD1	7.85546	7.46795	8.13808	7.73789	8.13808	7.57103
4975_at	SCM4	9.86862	9.86355	9.88761	9.9317	9.86862	10.2486
4976_at	YGR050C	7.03618	7.46144	7.39485	7.87788	6.86833	7.41718
4977_at	YGR051C	6.32301	6.58488	5.94989	5.78706	5.98266	5.71607
4978_at	FMP48	6.34084	6.39033	6.99356	7.11342	6.86668	6.70131
4979_at	ECT1	9.46547	9.47011	9.50148	9.53829	9.50446	9.46573
4980_at	STF2	9.75296	9.42573	10.085	10.6708	9.51984	10.224
4981_at	SEC9	7.91011	7.87199	8.03677	7.90373	8.00668	7.97465
4982_at	NMA2	7.59567	7.78061	7.54432	7.61463	7.52107	7.54287
4983_g_at	NMA2	8.66807	8.82091	8.61385	8.74525	8.46002	8.77901
4984_at	NMA2	7.8099	7.50221	7.82374	7.5874	7.67205	7.49593
4985_at	YGR012W	8.02066	7.76165	8.08337	7.7213	8.0007	7.77733
4986_at	SNU71	7.71318	7.81712	8.04544	7.96691	8.06484	8.01132
4987_at	MSB2	9.67732	9.43941	9.58864	9.85303	9.58864	10.1436
4988_at	YGR015C	6.4251	6.16983	6.76866	6.4687	6.43976	6.418
4989_at	YGR016W	5.27432	5.92484	5.49149	6.27061	5.41363	6.18769
4990_at	YGR017W	8.54209	8.39057	8.47347	8.32792	8.34211	8.2858
4991_at	YGR018C	6.89451	7.48069	6.54765	6.85613	6.70134	6.79777
4992_at	UGA1	8.46497	8.06876	8.63848	8.67794	8.50408	8.38001
4993_at	VMA7	10.6627	10.6071	10.6831	10.9161	10.0775	10.7243
4994_at	YGR021W	7.84601	7.51667	6.60804	6.58245	6.86888	6.18306
4995_at	YGR022C	7.08481	7.50658	6.52399	6.8632	6.8229	6.49618
4996_at	MTL1	5.6837	5.00153	5.99533	5.49518	5.99533	5.82436
4997_at	THG1	9.168	9.17947	9.19472	9.45924	9.00879	9.42529
4998_at	YGR025W	5.50011	5.65279	5.33988	5.32205	5.26888	5.26954
4999_at	YGR026W	9.21836	9.41606	9.16445	9.73362	8.82639	9.56226
5000_i_at	RPS25A	10.7261	10.4879	10.5427	10.5332	10.0014	10.5353
5001_f_at	RPS25A	12.3254	12.3375	12.2243	12.4755	12.0163	12.2436
5002_at	YGL015C	5.46092	5.47636	5.46092	5.17322	5.46092	4.93831
5003_at	PUF4	9.24562	9.38225	8.93825	9.22282	8.81291	9.22421
5004_at	PDR1	9.49415	9.56104	9.49415	9.7055	9.56024	9.75279
5005_at	ERG4	11.5742	11.4158	11.3058	11.507	11.3794	11.3938
5006_at	SCL1	10.7146	10.4986	11.018	11.1011	10.8354	10.8177
5007_at	MPO1	7.97091	7.83019	7.98519	8.60377	7.98519	7.85516
5008_at	LEU1	11.324	10.9304	10.6291	10.7555	10.7416	10.8587
5009_at	PMA1	12.0876	12.0202	11.6732	12.1302	11.6676	12.1445
5010_at	YGL007W	6.77716	6.73469	6.40684	6.34363	6.49372	6.31787
5011_at	PMC1	8.54061	7.98136	8.51227	8.33604	8.54061	8.41755
5012_at	COG7	5.81635	5.84383	6.04429	6.21878	5.80691	5.90579
5013_at	RPN14	7.06953	7.12622	7.52082	7.63908	7.40025	7.41192
5014_at	CDH1	7.01185	7.02224	7.11262	7.268	7.08277	7.11473
5015_at	ERP6	8.01041	8.32959	8.26644	8.43759	8.0279	8.1946
5016_at	ERG26	9.81074	9.86753	9.54732	9.80198	9.54732	9.8174
5017_at	EFM5	7.86411	7.63516	8.01841	8.46506	7.92248	8.27073
5018_at	EFM5	7.87851	7.91895	7.90866	8.05823	7.77674	7.83183
5019_at	SWC4	6.97789	6.83718	6.97789	6.81827	6.97562	6.70762
5020_at	CUL3	6.95846	7.12972	7.29446	7.38715	7.19234	7.25543
5021_at	PEX31	7.07146	7.46515	7.07146	7.07532	7.07146	7.03807
5022_at	TFG2	8.26369	8.23407	8.8915	8.77428	8.75892	8.52068
5023_at	PRP18	6.01036	6.51268	6.18648	6.0814	6.18648	6.46483
5024_at	OCH1	8.40847	7.89837	8.89775	8.76998	8.86544	8.68694
5025_at	PNC1	11.062	10.5788	11.3679	11.5797	11.3124	11.2719
5026_at	YGL036W	6.93994	6.75401	6.79235	7.00813	6.94928	7.30757
5027_at	MIG1	7.8612	7.38151	7.81826	7.554	7.81826	7.65085
5028_at	YGL034C	4.61068	5.01835	4.26519	4.63556	4.41379	4.63087
5029_at	HOP2	3.4906	3.63059	3.4906	3.67301	3.4906	3.47463
5030_at	AGA2	4.41093	4.73549	5.00455	8.88204	4.88458	8.54136
5031_at	RPL24A	12.5787	12.2592	11.9427	12.1085	11.4415	11.9087
5032_at	RPL30	11.928	12.0303	11.7799	12.1935	11.5149	11.9984
5033_at	CGR1	8.16362	8.13373	8.97194	8.72599	9.10973	8.86514
5034_at	SCW11	8.42894	8.88447	8.32123	8.67365	8.22556	8.58697
5035_at	CWH41	8.8915	8.52695	8.75965	8.43429	8.79007	8.28631
5036_at	TRP5	11.8047	11.9837	11.3633	11.6014	11.3535	11.5589
5037_at	PGD1	6.87241	6.82658	7.21767	6.87053	7.17149	6.90899
5038_at	YGL024W	7.83888	8.4913	7.59441	7.94208	7.72591	8.07304
5039_at	PIB2	9.73142	9.67011	10.0204	9.93408	10.1718	9.96457
5040_at	STT3	10.7941	10.4223	10.4555	10.0868	10.4285	10.0544
5041_at	ALK1	8.45864	8.29154	8.68803	8.80237	8.60931	8.87016
5042_at	GET1	10.5717	10.703	11.1688	11.136	10.9821	10.8435
5043_at	CKB1	9.7824	9.84986	10.1108	10.2863	9.94106	10.1061
5044_at	JAC1	7.58887	7.0962	7.88156	7.62826	7.53469	7.39078
5045_at	ATE1	8.01745	8.13717	8.35129	8.35871	8.27077	8.08971
5046_at	KAP122	7.92962	8.08474	7.74674	7.70283	7.57514	7.53369
5047_at	YBP2	8.03948	8.08877	8.24156	8.05378	8.19748	8.07583
5048_at	PKP2	6.21615	6.21395	6.08743	6.24825	6.08514	6.154
5049_at	RAD6	8.77242	9.00758	8.58703	8.76652	8.39671	8.66365
5050_at	GEP7	7.37514	7.47064	7.94508	8.22089	7.62141	8.04367
5051_at	SDS23	9.15204	9.3215	9.00203	9.25348	9.03877	9.37271
5052_at	OLE1	11.8859	11.7318	10.5434	11.159	10.4455	11.2335
5053_at	ERV14	10.0268	10.1862	10.5717	10.917	10.2367	10.8783
5054_at	PRM8	7.80735	7.55613	8.75562	8.58933	8.56486	8.56495
5055_at	MST27	5.34463	5.41438	5.61235	5.57623	5.71035	5.5878
5056_at	MST27	7.20941	7.77794	7.40362	7.92937	7.03642	7.80037
5057_at	TYW3	8.03814	8.10661	8.03626	7.95785	7.72324	7.66296
5058_at	TIF4632	8.05206	7.58496	7.70602	7.44308	7.74334	7.23647
5059_at	RPT6	11.1478	10.9873	11.3135	11.1695	11.2806	11.0687
5060_at	ALG13	7.5228	7.35762	7.71131	7.69799	7.58312	7.23626
5061_at	RIM8	5.61037	6.1585	5.62401	5.74692	5.62401	5.81111
5062_at	RIM8	7.80798	7.8081	8.58373	8.48305	8.57227	8.25474
5063_at	RNA15	7.99264	8.13409	8.60826	8.56414	8.46884	8.35025
5064_at	DST1	8.20073	8.54878	7.99298	8.54546	7.99298	8.27237
5065_at	YGL042C	5.27432	6.04445	5.08782	5.68871	5.20764	5.64756
5066_at	YGL041C	5.43205	5.84761	5.22753	5.85443	5.19329	5.54138
5067_at	HEM2	9.84078	9.76862	9.122	9.34732	9.2111	9.4153
5068_at	YGL039W	8.46262	8.96943	8.12804	8.55873	8.20019	8.41663
5069_at	YGL082W	9.31695	9.44572	9.17409	9.48801	8.88762	9.21037
5070_at	YGL081W	5.57003	6.02569	5.38517	5.89697	5.72682	5.98329
5071_at	MPC1	9.54559	9.69022	9.87275	10.2048	9.50596	9.89269
5072_at	KXD1	8.64588	8.65451	9.01229	9.10053	8.81138	8.81987
5073_at	DBP3	10.1984	10.2919	10.3032	10.3177	10.3032	10.4253
5074_at	HNM1	10.3102	9.97659	10.0782	10.0112	10.1084	10.0237
5075_i_at	RPL7A	13.4617	13.478	13.2506	13.3173	13.1617	13.0901
5076_f_at	RPL7A	11.4191	10.9564	10.6578	10.7478	10.3658	10.5417
5077_at	MPS2	5.8344	6.10803	5.73252	6.03812	5.78458	6.08573
5078_at	YGL074C	4.80791	4.75615	4.74622	4.31596	4.74622	4.25547
5079_at	HSF1	8.30822	7.91615	7.8049	7.45639	7.85636	7.39091
5080_at	YGL072C	7.14032	7.26447	7.35047	7.78749	7.34044	7.71074
5081_at	AFT1	7.63032	7.85821	7.63032	7.67025	7.78295	7.8477
5082_at	RPB9	9.04342	9.2232	9.60408	9.86504	9.3963	9.66524
5083_at	YGL069C	5.88093	6.25229	5.46998	5.61034	5.76955	5.59438
5084_at	MNP1	9.39395	8.98369	8.91418	8.76248	8.49305	8.57168
5085_at	NPY1	9.03156	9.19489	9.33884	9.7012	9.17706	9.46038
5086_at	SGF73	8.28281	8.28089	8.28281	8.05276	8.28281	8.0307
5087_at	ALG2	8.96953	9.09436	8.96953	8.92535	8.89619	8.85631
5088_at	MRH4	7.45495	7.56035	7.45495	7.4708	7.37654	7.41657
5089_at	PUS2	7.05258	7.28728	6.38001	6.53966	7.39674	7.13845
5090_at	PYC1	9.80469	9.50757	9.62951	9.43456	10.1083	9.49976
5091_at	DUO1	7.26671	7.36936	7.84718	7.5738	7.78303	7.47726
5092_at	ARC1	11.1909	10.8453	10.8954	10.8963	10.7308	10.8181
5093_at	VPS73	7.19976	7.29568	7.33542	7.8443	7.34767	7.56633
5094_at	RPL28	11.7495	11.5289	11.6808	11.7592	11.6116	11.541
5095_at	YGL102C	6.10537	6.7333	5.67301	5.93843	5.78107	5.93557
5096_at	YGL101W	7.8068	7.73617	8.24267	8.32754	8.02293	8.13663
5097_at	SEH1	8.46171	8.2483	8.50837	8.29541	8.25863	8.0252
5098_at	LSG1	8.28882	8.19903	8.31873	8.10885	8.28882	8.09165
5099_at	USE1	6.3263	6.20916	6.38483	6.10481	6.09949	6.13778
5100_at	SRM1	9.73659	9.57067	9.45705	9.25654	9.45937	9.13043
5101_at	TOS8	5.40612	5.39853	5.88872	5.52462	5.82635	5.41664
5102_at	VPS45	7.30427	6.79856	7.62395	7.45871	7.36849	7.19219
5103_at	PAN2	7.56914	7.43678	7.48063	7.25737	7.56914	7.15872
5104_at	SPC105	8.55504	8.93963	8.91298	9.38616	8.91066	9.38399
5105_at	NUP145	8.53917	8.34191	8.49083	8.34061	8.47523	8.25122
5106_at	NBP35	8.26552	8.32508	8.72575	8.97803	8.63642	8.88483
5107_at	LIF1	5.48156	5.70949	5.48156	5.67029	5.36762	5.39826
5108_at	MF(ALPHA)2	12.0306	11.5243	9.90084	5.0553	9.07312	5.21262
5109_at	YGL088W	7.5755	7.40146	6.87812	7.01399	6.5626	6.71379
5110_at	MMS2	9.3361	9.07062	10.1155	10.1571	9.82004	10.0431
5111_at	MAD1	7.52328	7.02374	7.8447	7.49413	7.76903	7.54503
5112_at	LCL3	8.21747	8.33743	8.37629	8.77665	8.2396	8.63443
5113_at	GUP1	9.23378	9.45983	8.66712	9.09644	8.57115	9.02949
5114_at	SCY1	7.88271	7.73238	7.20661	6.99023	7.08717	6.92364
5115_at	SOH1	8.84482	8.89363	8.86784	8.90404	8.567	8.74302
5116_at	SCS3	10.0682	10.3318	9.26851	9.54591	9.6595	9.59285
5117_at	MET13	9.35766	9.40599	8.42056	8.82163	8.57933	8.90925
5118_at	MON1	7.42272	7.44039	7.97118	7.83342	7.98168	7.87248
5119_at	RPS2	13.1108	13.3086	12.9938	13.2545	12.9329	13.1678
5120_at	NAB2	9.97762	10.2219	10.0663	10.1006	10.0925	10.0932
5121_at	GPG1	7.23752	6.73161	8.67865	9.16241	8.15067	9.22918
5122_at	PRP43	10.6433	10.8936	10.524	10.5929	10.9144	10.9007
5123_at	COQ8	7.74634	7.4961	7.75303	7.55223	7.74224	7.60486
5124_at	YGL118C	4.79333	5.40166	4.62905	4.9222	4.79333	4.7659
