^DATABASE = Geo
!Database_name = Gene Expression Omnibus (GEO)
!Database_institute = NCBI NLM NIH
!Database_web_link = http://www.ncbi.nlm.nih.gov/geo
!Database_email = geo@ncbi.nlm.nih.gov
!Database_ref = Nucleic Acids Res. 2005 Jan 1;33 Database Issue:D562-6
^DATASET = GDS111
!dataset_title = Steady-state temperature (y14)
!dataset_description = Samples collected from cells grown continuously at 15°C, 17°C, 21°C, 25°C, 29°C, 33°C and 36°C. Included as part of a detailed characterization of global expression programs triggered by stress.
!dataset_type = Expression profiling by array
!dataset_pubmed_id = 11102521
!dataset_platform = GPL54
!dataset_platform_organism = Saccharomyces cerevisiae
!dataset_platform_technology_type = spotted DNA/cDNA
!dataset_feature_count = 9216
!dataset_sample_organism = Saccharomyces cerevisiae
!dataset_sample_type = RNA
!dataset_channel_count = 2
!dataset_sample_count = 8
!dataset_value_type = log ratio
!dataset_reference_series = GSE18
!dataset_order = ordered
!dataset_update_date = Nov 03 2005
^SUBSET = GDS111_1
!subset_dataset_id = GDS111
!subset_description = 15°C
!subset_sample_id = GSM1041
!subset_type = temperature
^SUBSET = GDS111_2
!subset_dataset_id = GDS111
!subset_description = 17°C
!subset_sample_id = GSM1047
!subset_type = temperature
^SUBSET = GDS111_3
!subset_dataset_id = GDS111
!subset_description = 21°C
!subset_sample_id = GSM1042
!subset_type = temperature
^SUBSET = GDS111_4
!subset_dataset_id = GDS111
!subset_description = 25°C
!subset_sample_id = GSM1043
!subset_type = temperature
^SUBSET = GDS111_5
!subset_dataset_id = GDS111
!subset_description = 29°C
!subset_sample_id = GSM1044
!subset_type = temperature
^SUBSET = GDS111_6
!subset_dataset_id = GDS111
!subset_description = 33°C
!subset_sample_id = GSM1045
!subset_type = temperature
^SUBSET = GDS111_7
!subset_dataset_id = GDS111
!subset_description = 36°C
!subset_sample_id = GSM1046,GSM1055
!subset_type = temperature
^DATASET = GDS111
#ID_REF = Platform reference identifier
#IDENTIFIER = identifier
#GSM1041 = Value for GSM1041: steady state 15 dec C; src: pool; src: 15 deg C
#GSM1047 = Value for GSM1047: steady state 17 dec C; src: pool; src: 17 deg C
#GSM1042 = Value for GSM1042: steady state 21 dec C; src: pool; src: 21 deg C
#GSM1043 = Value for GSM1043: steady state 25 dec C; src: pool; src: 25 deg C
#GSM1044 = Value for GSM1044: steady state 29 dec C; src: pool; src: 29 deg C
#GSM1045 = Value for GSM1045: steady state 33 dec C; src: pool; src: 33 deg C
#GSM1046 = Value for GSM1046: steady state 36 dec C; src: pool; src: 36 deg C
#GSM1055 = Value for GSM1055: steady state 36 dec C: y14n095; src: pool; src: 36 deg C
!dataset_table_begin
ID_REF	IDENTIFIER	GSM1041	GSM1047	GSM1042	GSM1043	GSM1044	GSM1045	GSM1046	GSM1055
4178	PIB2	-0.323	-0.53	0.261	0.008	0.122	-0.057	null	-0.201
4179	PGD1	-0.573	-0.542	0.219	0.012	0	-0.065	null	0.028
4180	CWH41	0.139	-0.446	0.32	-0.131	0.102	0.151	null	-0.02
4181	CGR1	0.104	0.406	0.821	0.123	-0.211	-1.528	-1.298	-1.16
4182	RPL24A	-0.306	0.55	0.566	0.354	0.532	-0.175	-0.185	0.029
4183	YGL117W	0.631	0.467	0.126	-0.267	-0.305	-0.436	0.322	-0.269
4184	COQ8	-0.118	-0.017	0.328	0.007	-0.275	-0.247	0.228	-0.237
4185	GPG1	-0.665	-0.385	-1.097	-1.182	-0.29	-0.434	0.301	-0.24
4186	RPS2	0.03	0.436	1.004	0.538	0.584	0.038	null	-0.32
4187	MET13	-0.033	0.465	0.704	0.238	0.667	-0.164	null	0.009
4188	SOH1	0.334	0.744	0.269	0.233	0.244	-0.276	null	0.399
4189	SKI8	-0.012	0.224	0.47	0.189	0.021	-0.244	null	-0.284
4190	CLG1	-0.031	-0.947	0.199	0.076	-0.045	0.051	null	0.39
4191	YGL217C	-0.208	-0.359	-0.483	-0.354	-0.381	0.263	null	-0.156
4192	MDM34	-0.129	-0.202	-0.096	-0.18	0.153	-0.111	null	-0.094
4193	NIF3	-0.658	-0.17	-0.108	-0.181	-0.058	0.11	null	0.437
4194	COG1	0.097	-0.262	0.192	-0.138	0.054	-0.03	null	-0.158
4195	TAM41	0.149	0.153	0.207	-0.125	-0.208	0.082	null	-0.297
4196	UFD1	0.459	0.386	0.343	-0.123	-0.488	-0.075	null	-0.392
4197	YGR050C	-0.383	-0.191	0.054	-0.421	-0.216	0.298	null	-0.051
4198	FMP48	-0.553	-0.485	-1.154	-1.17	-0.926	0.248	null	-0.029
4199	YGR054W	0.03	-0.359	0.445	-0.012	0.076	0.074	null	-0.144
4200	RSC1	-0.223	-0.5	0.018	-0.164	-0.17	0.191	null	-0.25
4201	BTN2	-0.513	-0.567	-0.246	-0.485	-0.234	-0.041	null	0.395
4202	THI4	0.432	1.06	-0.234	-0.788	-0.103	-0.714	null	-0.379
4203	ECL1	0.587	0.665	0.019	-0.181	-0.013	-0.4	0.478	0.419
4204	RPL24B	-0.658	0.395	0.708	0.436	0.276	-0.054	-0.509	0.135
4205	CCM1	null	1.737	-1.322	1.322	2.17	2	-2	null
4206	RSR1	-0.335	0.614	0.409	0.379	0.353	-0.343	-0.072	0.036
4207	KEL2	-0.575	-1.128	-0.049	0.301	-0.042	0.935	0.339	-0.13
4208	PFK1	0.319	-0.163	0.501	0.605	0.524	0.33	-0.058	0.226
4209	YGR242W	-0.355	-0.588	-0.381	-0.127	-0.054	0.734	-0.035	0.087
4210	LSC2	0.337	0.13	-0.883	-0.379	0.083	0.572	null	1.09
4211	BRF1	-0.383	-0.1	-0.373	0.246	0.382	0.17	null	-0.231
4212	SOL4	-1.046	-0.625	-1.347	-2.07	-1.172	-0.21	null	1.053
4213	CBP2	-0.224	-0.318	0.175	-0.207	-0.195	0.3	null	-0.023
4214	ARN1	0.322	0.759	-0.433	0.212	-0.498	-0.459	null	3.322
4215	YHL042W	-0.415	-0.16	-0.652	-0.759	-0.315	-0.356	null	-0.044
4216	YHL044W	-0.317	0.179	0.131	-0.027	0.095	-0.265	null	-0.417
4217	PAU13	0.113	-0.023	0.079	0.194	0.061	-0.058	null	-0.128
4218	COS8	0.543	0.636	0.24	0.111	0.3	-0.107	null	-0.912
4219	KSP1	0.378	-0.626	0.02	0.011	0.08	0.802	null	0.357
4220	STE12	-0.092	-0.136	0.256	-0.071	-0.314	0.378	null	-0.295
4221	NAM8	0.691	0.286	0.132	-0.179	-0.431	0.183	null	-0.011
4222	RPF1	-0.483	0.229	0.387	0.082	0.084	-0.071	null	-0.527
4223	YNG2	-0.678	-0.091	-0.117	-0.199	0.115	-0.203	null	-0.313
4224	HXT4	0.258	0.648	-0.424	-0.51	-0.193	-0.214	null	-0.617
4225	YHR177W	0.084	-0.285	0.017	-0.469	-0.25	0	0.358	0.528
4226	OYE2	0.544	0.124	0.506	-0.154	-0.022	-0.118	-0.244	0.15
4227	SVP26	0.2	0.739	0.288	0.137	0.146	-0.257	0.059	0.367
4228	GND1	-0.737	0.959	-0.263	null	-1	null	2.322	0
4229	PFS1	-1.17	1.213	-1.585	-0.918	-0.907	-1.1	0.759	-0.72
4230	IKI1	-0.117	-0.096	0.126	0.086	-0.002	-0.233	0.229	0.078
4231	YIL054W	-0.541	-0.729	-0.263	-0.737	-0.778	-0.415	0.064	-0.536
4232	VHR1	0.536	-0.196	0.138	-0.24	-0.093	0	0.567	0.545
4233	YIL058W	-0.452	-0.959	-0.725	-0.211	-0.567	-0.316	0	-0.142
4234	YIL060W	-0.527	-1.559	-0.383	0.04	-0.083	0.031	null	0.01
4235	ARC15	0.115	0.544	-0.158	-0.098	-0.094	-0.211	null	0.17
4236	EFM4	-0.352	0.28	0.28	-0.093	0.28	-0.379	null	0.111
4237	ESL1	-0.585	null	-0.485	-2.322	0.1	-2	null	1.07
4238	RRD1	-0.153	0.368	0.275	-0.031	-0.141	-0.218	null	0.202
4239	GUT2	0	0.152	0.17	2	-0.585	null	null	-0.115
4240	COA1	0.196	0.432	0.068	-0.254	-0.382	-0.293	null	0.063
4241	BNR1	-0.102	-0.737	-0.239	-0.162	0.119	1.158	null	0.118
4242	YIL161W	-0.344	-0.459	0.031	-0.606	0.444	-0.495	null	-0.229
4243	RNR2	0.741	0.027	0.274	-0.258	-0.074	0.244	null	0.251
4244	YJL028W	-0.888	-0.337	-0.351	-0.874	-0.234	-0.807	null	-0.974
4245	MAD2	-0.241	2.585	-0.212	-0.893	-1.807	-0.354	null	0.206
4246	YJL032W	-0.304	0.576	0	-0.443	-0.333	-0.023	null	-0.501
4247	KAR2	0.369	-0.044	0.112	-0.249	-0.181	0.285	null	0.569
4248	SNX4	-0.03	-0.17	0.03	0.08	-0.485	-0.245	null	-1
4249	MTC1	-0.177	-0.527	-0.35	0.024	0.036	0.244	0	0.288
4250	GCD14	-0.039	-0.013	-0.067	0.046	0.215	-0.135	0.361	0.438
4251	SPT10	-0.181	1.415	-0.401	-0.087	-1	0.515	-0.234	0.688
4252	TRK1	0.156	-0.751	0.15	0.085	-0.019	0.101	-0.207	0.103
4253	AIM23	-0.131	0.678	0.177	-0.556	0.193	0.3	0	null
4254	MRS3	0.125	0.687	0.052	-0.217	-0.016	-0.272	0.26	0.382
4255	HXT9	0.197	-0.328	-0.28	-0.537	-0.063	-0.301	0.705	0.204
4256	IMA4	0.248	-0.202	-0.051	-0.66	-0.627	-0.247	0.243	-0.162
4257	PAU1	-0.108	-0.194	0.266	-0.225	0.038	-0.211	0.225	-0.229
4258	AVT1	-0.118	-0.079	0.185	-0.145	0.293	0.556	null	0.148
4259	MRX12	-0.267	0.073	0.273	0.045	0.321	-0.112	null	-0.193
4260	APL1	-0.335	-0.443	0.073	-0.163	0.072	0.473	null	-0.011
4261	JSN1	-0.117	-1.079	-0.135	-0.446	-0.034	0.723	null	-0.067
4262	FIP1	-0.143	-0.144	-0.143	-0.142	-0.168	-0.263	null	-0.508
4263	SFC1	-1	-1.17	-0.782	-0.485	0	-0.678	null	-0.751
4264	JJJ3	-0.541	-0.015	0.162	-0.154	0.117	-0.348	null	-0.314
4265	YUH1	-0.038	0.384	-0.124	-0.43	0.156	-0.221	null	-0.075
4266	RSM26	-0.228	-0.663	-0.305	-0.585	-0.322	-0.184	null	-0.671
4267	URA6	-0.079	0.239	0.384	-0.112	0.067	0.171	null	-0.183
4268	GPX1	0.798	0.121	-0.485	-0.555	-0.198	-0.138	null	-0.837
4269	TFA1	-0.129	-0.131	0.16	-0.075	0.281	0.074	null	-0.195
4270	YKL030W	-0.769	-0.831	-0.15	-0.298	0.59	0.528	null	0.233
4271	IXR1	0.539	-0.29	0.112	-0.23	0.032	-0.04	null	-0.648
4272	TUL1	0.097	-0.061	-0.133	-0.413	-0.331	0.282	null	0.123
4273	VPH2	-0.26	0.912	-0.132	0.019	0.194	-0.094	0.4	0.171
4274	DGR2	0.475	-0.415	-0.648	-0.526	-0.25	0.282	0.293	0.547
4275	YKL123W	-0.074	0.127	-0.661	-0.475	-0.358	0.047	0.176	0.14
4276	RRN3	-0.12	-0.144	0.412	-0.183	0.075	-0.1	0.138	0.232
4277	PGM1	-0.285	-0.028	0.396	0.079	0.344	0.194	0.083	0.17
4278	MYO3	0.124	-0.366	-0.186	0.04	-0.102	0.415	0.119	0.084
4279	OXP1	-0.511	-0.893	-0.03	-0.257	0.129	0.893	0.502	0.348
4280	JEN1	-0.51	0.072	-0.637	-1.129	-0.55	0.229	0.493	0.317
4281	COS9	0.065	0.195	0.229	0.014	0.143	-0.126	0.051	-0.233
4282	MCH2	-0.844	-0.184	-1.017	-0.907	-0.177	0.222	null	0.187
4283	YKL223W	-0.343	-0.645	-0.161	-0.271	-0.093	-0.189	null	-0.253
4284	YKL225W	-1.585	1	-0.807	null	-0.415	-2	null	-0.09
4285	PRP16	-0.807	-0.087	-0.078	0.193	0.322	0.152	null	3
4286	TVP38	0.193	0.47	0.214	-0.146	-0.084	-0.064	null	0.361
4287	PXL1	-0.262	-0.599	0.084	-0.307	0.211	0.367	null	-0.009
4288	SRP40	-0.508	-0.144	0.407	0.039	0.384	-0.5	null	0.35
4289	RPL40B	-0.192	0.761	0.323	0.352	0.556	-0.363	null	0.178
4290	ESL2	0.09	-0.781	0	-0.102	-0.06	0.646	null	0.023
4291	RLP24	0.003	0.557	0.372	0.206	0.159	-0.372	null	-0.357
4292	LOT6	0.14	0.95	0.03	0	0.278	-0.065	null	0.28
4293	GAT3	-0.874	null	-1	0.322	0	0.363	null	-0.051
4294	BRE2	-0.271	-0.518	0.143	0.216	0	-0.132	null	-0.339
4295	MEU1	-0.318	-0.206	0.09	-0.159	0.278	0.191	null	0.708
4296	PSR2	0.075	-0.243	-0.194	0.027	0.023	0.473	null	0.423
4297	SEN2	0.113	0.233	0.019	-0.058	0.03	-0.455	-0.273	-0.163
4298	REX3	0.118	0.312	-0.041	-0.038	-0.048	-0.482	-0.247	-0.318
4299	AHP1	0.259	0.665	0.562	0.216	-0.041	-0.457	0.47	0.43
4300	YLR111W	-0.238	-0.179	-0.2	-0.522	-0.095	-0.469	0.145	0.027
4301	HOG1	0.283	0.344	0.079	-0.024	0.243	-0.027	0.257	0.015
4302	CFT2	-0.254	-0.586	0.223	0.114	0.268	0.513	0.186	-0.154
4303	COQ9	0.33	-0.139	0.233	-0.148	0.095	-0.272	0.508	0.385
4304	MSS51	0.41	0.26	0.096	-0.264	0.021	-0.056	0.482	0.409
4305	HMX1	0.557	0.77	-0.144	-0.409	-0.198	-0.784	0.322	0.092
4306	HRD3	0.122	-0.299	0.126	0.058	0.233	0.836	null	0.491
4307	PNP1	0.45	0.58	-0.144	-0.256	0.081	-0.204	null	0.33
4308	ATG38	-0.721	-0.326	-0.078	-0.427	0.13	-0.363	null	0.064
4309	YLR297W	0.816	0.204	0.091	-0.723	-0.322	-0.475	null	-0.15
4310	ECM38	0.491	0.185	-0.311	-0.698	-0.678	-0.186	null	0.305
4311	HRI1	-0.594	-0.047	-0.093	-0.269	0.338	0.264	null	0.398
4312	MET17	0.072	-0.2	-0.531	-0.37	0.584	0.373	null	0.338
4313	STT4	-0.076	0.107	-0.184	-0.186	-0.034	0.553	null	1.225
4314	CDA1	0.298	0.449	-0.949	-1.778	-1.073	-0.903	null	-0.065
4315	ATP10	-0.642	-0.589	-0.35	-0.322	-0.234	0.934	null	0.027
4316	COX8	-0.248	0.535	-0.052	-0.23	-0.107	0.371	null	0.151
4317	AFG2	-0.37	-0.136	0.29	-0.025	-0.044	0.245	null	-0.176
4318	BDF1	-0.737	-0.365	-0.277	-0.143	-0.031	0.313	null	-0.078
4319	DUS3	-0.226	-0.029	0.163	0.029	-0.045	-0.145	null	-0.545
4320	SFP1	0.174	-0.464	0.006	-0.117	-0.211	0.128	null	0.028
4321	YOX1	-0.132	-0.387	0.113	0.151	0.326	0.038	0.662	0.596
4322	USA1	0.177	-0.6	-0.098	0	0.014	0.728	0.58	0.626
4323	NDC1	0.279	-0.168	0.288	0.457	0.366	0.229	0.158	0.169
4324	SRC1	-0.056	0.04	0.052	-0.304	-0.172	-0.335	0.056	0.034
4325	AMD1	0.492	0.008	0.349	0.013	-0.084	0.02	0.044	-0.135
4326	YMD8	0.612	0.463	0.374	0.15	-0.144	-0.427	0.035	0.01
4327	MIX17	0.163	0.424	0.116	-0.002	-0.015	-0.169	0.678	0.575
4328	MVP1	-0.191	0.076	0.164	0.291	-0.151	0.245	0.065	0.141
4329	YMR007W	0.531	-0.316	-0.708	-0.7	-0.508	-0.443	0.655	0.748
4330	ADI1	-0.249	-0.139	-0.283	-0.443	-0.158	0.239	null	0.742
4331	HXT2	0.888	0.616	0.589	-0.046	-0.068	-0.68	null	-0.682
4332	SEC59	0.287	0.035	0.243	-0.128	-0.021	-0.011	null	0.184
4333	SPG4	-0.505	-0.07	-0.358	-0.8	-0.415	-0.83	null	-0.406
4334	MYO5	-0.022	-0.732	-0.012	0.012	0.172	0.928	null	1.142
4335	YMR111C	-0.306	0.034	-0.086	-0.288	0.082	0.101	null	0.296
4336	FOL3	0.304	0.348	0.217	-0.186	0.262	-0.405	null	-0.177
4337	MGR3	0.084	0.148	-0.093	-0.005	0.335	-0.12	null	-0.339
4338	ASI1	0.132	-0.117	-0.109	-0.246	0.034	0.429	null	0.459
4339	SCJ1	-0.275	-0.049	-0.106	0.046	0.314	0.479	null	0.756
4340	SKY1	0.273	-0.256	-0.016	-0.158	0.121	0.522	null	0.189
4341	TRS130	0.104	-0.462	-0.11	0	0.2	0.862	null	0.482
4342	ERG8	-0.556	0.053	-0.061	-0.06	0.067	0.299	null	0.241
4343	FSH2	0.283	0.295	0.139	-0.049	0.324	-0.017	null	0.502
4344	MRE11	0.123	0	-0.076	0.059	0.212	0.405	null	-0.29
4345	FET4	0.799	-0.44	0.512	0.033	-0.132	-0.499	-0.317	-0.122
4346	YMR321C	-0.506	0.215	-0.199	0.046	0.385	-0.325	0.021	0.113
4347	ERR3	0.082	-0.184	-0.1	-0.907	-0.115	-0.585	-0.07	0.338
4348	YMR326C	0.184	-0.657	0	-0.333	-0.429	-0.222	-0.17	0.155
4349	RLP7	-0.012	0.288	0.671	0.216	0.302	-0.574	-0.454	-0.697
4350	HRB1	null	3	null	-1.322	null	null	-0.379	null
4351	RHO2	-0.413	0.4	0.215	-0.033	0.092	-0.087	0.383	0.203
4352	YNL092W	0.259	-0.101	-0.379	-0.747	-0.222	0	0.407	-0.327
4353	APP1	0.325	-0.1	-0.249	-0.34	-0.078	-0.126	0.25	0.481
4354	RPS7B	-0.304	0.413	0.417	0.333	0.375	-0.197	null	-0.216
4355	RAS2	-0.199	0.513	0.2	-0.094	-0.118	-0.072	null	0.077
4356	MIC27	0.056	0.495	0.135	-0.251	-0.061	-0.089	null	-0.204
4357	UBP10	-0.125	-0.283	0.451	0.078	0.04	-0.24	null	-0.263
4358	KAR1	-0.298	-0.454	0.209	-0.103	-0.042	-0.647	null	-0.572
4359	YNL190W	0.62	0.53	0.382	0.039	0.094	-0.159	null	0.175
4360	CHS1	0.467	-0.485	0.087	-0.06	-0.016	0.383	null	-0.255
4361	YNL194C	-1.122	-1.259	-1.036	-0.889	-0.408	0.054	null	0.238
4362	SLZ1	-0.023	-0.022	-0.411	-0.771	-0.709	0	null	-0.383
4363	POP3	-0.229	-0.052	0.232	-0.23	-0.051	0.053	null	-0.268
4364	MRPL10	0.165	0.631	0.247	-0.16	-0.318	-0.165	null	0.167
4365	CUS2	-0.085	-0.104	-0.238	-0.302	-0.027	-0.123	null	-0.351
4366	CAF40	0.212	0.309	0.247	-0.033	-0.026	-0.322	null	-0.211
4367	RFC3	-0.528	-0.28	0.072	-0.139	0.433	-0.123	null	0.19
4368	PUS4	-0.138	0.34	0.102	0.067	0.198	-0.129	null	-0.103
4369	ZRG17	-0.075	-0.1	0.139	0.152	0.07	0.128	0.106	0.391
4370	COQ2	0.448	0.905	0.13	-0.347	-0.332	-0.459	0.38	0.252
4371	MVD1	-0.22	-0.037	-0.232	0.019	0.073	-0.014	0.402	0.428
4372	PET494	0.205	0.191	0.105	-0.2	-0.087	-0.281	-0.123	-0.079
4373	FPK1	0.105	-0.701	-0.124	0.008	-0.093	0.935	0.043	-0.085
4374	MSO1	-0.192	0.486	0.195	-0.072	0.119	-0.26	-0.112	0.159
4375	YOL057W	0.007	0.033	0.24	0.369	0.252	0.329	-0.112	0.011
4376	GPD2	0.259	0.197	0.454	0.039	0.232	-0.357	-0.016	-0.059
4377	PRS5	0.167	0.488	0.386	0.161	0.365	0.171	-0.223	0.264
4378	CRT10	-0.334	-0.476	0.054	0.09	-0.018	0.421	null	0.607
4379	INP54	-0.202	0.221	-0.225	-0.245	-0.078	-0.066	null	0.221
4380	RTG1	-0.214	-0.41	0	-0.247	0.1	0.209	null	-0.155
4381	YOL153C	0.366	-0.297	-0.282	-0.493	0.76	-0.16	null	0.377
4382	HPF1	0.262	-0.93	-0.335	-0.117	0.128	0.875	null	1.193
4383	IMA2	0.411	0.022	-0.282	-0.782	0.062	-0.258	null	-0.531
4384	YOL159C	-0.181	0.325	-0.516	-0.642	0.335	0	null	0.096
4385	PAU20	0.212	-0.207	-0.005	0.148	0.066	-0.076	null	0.117
4386	YOL163W	0.848	-0.087	-0.363	-0.71	-0.334	-0.193	null	-0.476
4387	WHI5	-0.167	-0.126	-0.071	-0.109	0.11	0.215	null	-0.132
4388	OST3	0.217	0.318	-0.02	-0.033	0.161	-0.137	null	0.069
4389	YVC1	-0.084	-0.009	-0.184	-0.082	-0.195	0.318	null	-0.315
4390	VPS21	-0.392	0.214	-0.1	0.062	0.169	-0.077	null	0.376
4391	TMA46	-0.608	-0.457	0.192	0.054	0.017	0.012	null	-0.172
4392	CMR2	-0.363	-2	-0.663	-1.138	-0.652	0	null	2
4393	SYC1	-0.719	-0.061	0	0.061	0.283	0.253	0.376	0.544
4394	LAS17	0.26	-1.155	0.319	0.041	0.242	0.713	-0.102	0.26
4395	FYV12	-0.298	-0.02	-0.317	-0.551	-0.447	-0.254	-0.405	-0.203
4396	GSP2	0.719	0.507	-0.27	-0.565	-0.509	-0.342	0.767	1.069
4397	TUF1	0.302	0.013	0.179	-0.081	0.267	0.268	0.313	0.307
4398	IES4	-0.277	0.26	-0.123	-0.06	0.397	-0.331	-0.029	-0.166
4399	RIM20	-0.15	-0.27	0.027	0.105	0.336	0.774	0.458	0.494
4400	YOR277C	-0.066	0.726	0.521	0.106	0.326	-0.071	0.046	-0.251
4401	RFM1	0.169	0.065	-0.042	-0.194	0.156	-0.535	-0.044	-0.37
4402	PLP2	-0.081	0.046	0.036	0.208	0.419	-0.379	null	-0.338
4403	YOR283W	-0.453	-0.138	0.242	0.09	0.525	-0.129	null	-0.178
4404	RDL1	0.276	0.186	-0.009	0.028	0.176	-0.261	null	0.889
4405	GPB1	-0.862	0.138	-0.541	-1.379	-0.107	0.363	null	-0.28
4406	NUD1	-0.138	1.115	-0.652	-0.737	0	-0.415	null	null
4407	GDH1	0.402	0.534	0.56	0.274	0.194	-0.301	null	-0.098
4408	ATF1	-0.948	-0.229	-0.385	-0.041	-0.038	0.485	null	1.358
4409	YOR379C	-0.152	-0.466	-0.771	-0.667	0.16	0.943	null	0.603
4410	FRE3	1.585	0.531	null	-0.848	-0.322	-0.807	null	0.078
4411	YPL073C	-1	1.415	-2.17	-1	-0.222	-1.047	null	0.585
4412	GCR1	-0.438	-0.322	-0.294	0.082	-0.241	0.502	null	0.762
4413	YPL077C	-0.354	0.1	-0.263	-0.343	-0.038	0.091	null	0.558
4414	RPL21B	-0.271	0.503	0.324	0.362	0.621	-0.102	null	-0.247
4415	RPS9A	0.017	0.194	0.261	-0.049	-0.132	-0.038	null	0.322
4416	SEN54	-0.578	-0.625	-0.133	-0.421	-0.169	0.153	null	-0.408
4417	MEX67	-0.243	-0.081	0.201	0.273	-0.148	0.371	0.576	0.322
4418	OYE3	null	1	-0.678	-0.848	-1.415	null	-0.755	null
4419	MRPL40	0.36	0.51	0.276	0.063	-0.2	-0.509	-0.431	0.046
4420	SPT14	0.124	-0.092	0.225	-0.039	-0.013	-0.096	0.14	0.226
4421	CUP9	0.317	0.341	-0.038	-0.159	0.053	-0.156	0.331	0.395
4422	PPQ1	0.532	0.084	0.327	0.113	0.225	0.039	0.439	0.286
4423	DIP5	-0.531	-1.427	-0.133	-0.011	0.552	0.437	0.618	0.816
4424	ACM1	-0.242	-0.041	0.176	-0.195	0.592	-0.197	0.078	0.238
4425	KAR9	0.947	0.201	-0.198	0.056	-0.276	-0.062	-0.419	-0.07
4426	ATP15	0.511	0.922	-0.383	0.006	0.127	-0.308	null	0.454
4427	SAM4	-0.306	0.197	0.424	0.187	0.618	0.221	null	0.258
4428	FDH2	-0.122	-0.935	-0.263	-0.542	0.162	-0.173	null	0.131
4429	YPR078C	0.363	0.134	-0.533	-1	0.29	-1.449	null	0.409
4430	TEF1	0.293	0.129	0.621	0.263	0.358	0.081	null	0.17
4431	DIB1	-0.176	0.47	-0.155	0.254	0.288	-0.291	null	0.431
4432	YPR084W	-0.132	-0.379	-0.029	-0.263	0.332	0.024	null	0.233
4433	SUA7	-0.102	0.108	0.182	-0.043	0.333	-0.112	null	-0.168
4434	SRP54	-0.289	-0.183	0.185	-0.027	0.407	0.316	null	0.103
4435	YPR174C	0.331	-0.122	0.103	-0.285	0.156	-0.233	null	-0.244
4436	BET2	-0.122	0.071	0.004	-0.343	0.216	-0.034	null	-0.127
4437	PRP4	-0.052	0.19	-0.101	-0.221	-0.13	-0.05	null	-0.129
4438	AOS1	-0.296	0	-0.11	0.038	0.014	0.01	null	-0.687
4439	SMX3	-0.077	0.059	-0.037	0.259	0.336	-0.31	null	0.423
4440	GDB1	0.706	-0.206	-1.322	-0.794	-0.379	-0.322	null	0.778
4441	NORF 28	-0.134	0.164	0.093	0.031	0.199	0	0.358	0.444
4442	NORF 32	-0.288	-0.444	-0.34	-0.436	0.372	-0.167	0.65	0.243
4443	NORF 36	0.387	-0.485	-0.074	-0.067	-0.515	-0.83	-0.354	0.248
4444	NORF 40	-0.404	-1.999	-0.027	-0.351	-0.206	2.179	0.098	-0.286
4445	NORF 44	0.153	-1.005	-0.393	-0.491	-0.153	0.282	0.904	0.533
4446	NORF 48	-0.153	0.081	-0.043	-0.174	-0.334	-0.524	-0.11	-0.228
4447	YCLX05C	-0.091	0.3	0.035	-0.014	-0.155	-0.204	0.168	0.523
4448	NPP1	-0.305	-0.459	-0.085	0.193	0.253	0.597	0.188	0.107
4449	FEN2	0.423	-0.01	0.353	0.243	-0.157	-0.288	-0.115	0.082
4450	BPH1	0.107	-0.044	0.281	0.184	0.234	0.126	null	0
4451	RRT12	0.161	0.153	0.216	-0.208	-0.234	-0.494	null	0.016
4452	SED4	-0.316	-0.819	-0.299	-0.366	0	0.182	null	0.313
4453	CCH1	-0.737	0.485	-0.126	0.087	-0.737	0.17	null	0.087
4454	SLH1	-0.026	-1	0.042	0.045	-0.403	0.933	null	-0.032
4455	MAL12	0.442	0.356	-0.037	0.226	-0.193	-0.141	null	0.111
4456	ARN1	0.494	-0.004	0.082	0.441	-0.623	-0.348	null	0.931
4457	ERG11	0.809	-0.127	0.49	-0.064	-0.332	-0.59	null	-0.345
4458	TDA3	-0.07	0.11	-0.216	-0.255	-0.098	0.507	null	0.46
4459	NUP188	-0.415	-0.634	-0.468	-0.298	0.059	2.147	null	0.493
4460	STB4	-0.21	-0.376	-0.224	-0.027	-0.058	0.87	null	0.776
4461	SRT1	-0.957	-0.054	-1.104	-1.652	0	0.138	null	0
4462	YMR103C	0.165	0.031	-0.353	-0.18	-0.144	0.123	null	-0.252
4463	DNF3	0.415	-1.474	-0.778	-0.241	-0.322	-0.737	null	-0.322
4464	DDR48	0.904	0.707	0.418	-0.157	-0.958	-0.426	null	-0.189
4465	YPR071W	-0.14	0.395	0.066	0.053	-0.013	-0.246	0.513	0.706
4466	FHL1	0.069	-0.593	0.094	-0.23	0.073	0.322	-0.042	-0.807
4467	CTF4	-0.231	0.17	0	-0.562	-0.1	-0.152	-0.186	0.453
4468	MMS1	-0.255	-1.544	-0.256	-0.033	0.322	1.755	0.31	-0.228
4469	SKI3	-0.424	-0.759	-0.103	0.033	-0.1	0.057	-0.174	null
4470	EMPTY	0.579	0.146	-0.248	-0.372	-0.715	-0.186	0.049	0.403
4471	CGI121	0.091	-0.155	-0.162	0.193	-0.029	-0.159	0.269	1.322
4472	SNU56	-0.287	-0.029	0.193	0.011	0.181	-0.348	0.038	-0.39
4473	AMD2	0.127	-0.269	-0.202	0.067	-0.119	-0.022	0.351	0.438
4474	PEX5	-0.128	-0.044	0.02	0.166	0.112	0.18	null	0.19
4475	YAL043C-A	-0.047	-0.126	0.062	-0.3	0.167	-0.308	null	0.017
