^DATABASE = Geo
!Database_name = Gene Expression Omnibus (GEO)
!Database_institute = NCBI NLM NIH
!Database_web_link = http://www.ncbi.nlm.nih.gov/geo
!Database_email = geo@ncbi.nlm.nih.gov
!Database_ref = Nucleic Acids Res. 2005 Jan 1;33 Database Issue:D562-6
^DATASET = GDS34
!dataset_title = Heat shock from 37°C to 25°C time course
!dataset_description = Heat shock from 37°C to 25°C. Samples collected at 15, 30, 45, 60 and 90 minutes. Included as part of a detailed characterization of global expression programs triggered by environmental stress.
!dataset_type = Expression profiling by array
!dataset_pubmed_id = 11102521
!dataset_platform = GPL56
!dataset_platform_organism = Saccharomyces cerevisiae
!dataset_platform_technology_type = spotted DNA/cDNA
!dataset_feature_count = 8448
!dataset_sample_organism = Saccharomyces cerevisiae
!dataset_sample_type = RNA
!dataset_channel_count = 2
!dataset_sample_count = 5
!dataset_value_type = log ratio
!dataset_reference_series = GSE18
!dataset_order = ordered
!dataset_update_date = Nov 03 2005
^SUBSET = GDS34_1
!subset_dataset_id = GDS34
!subset_description = 15 minute
!subset_sample_id = GSM1019
!subset_type = time
^SUBSET = GDS34_2
!subset_dataset_id = GDS34
!subset_description = 30 minute
!subset_sample_id = GSM1020
!subset_type = time
^SUBSET = GDS34_3
!subset_dataset_id = GDS34
!subset_description = 45 minute
!subset_sample_id = GSM1021
!subset_type = time
^SUBSET = GDS34_4
!subset_dataset_id = GDS34
!subset_description = 60 minute
!subset_sample_id = GSM1022
!subset_type = time
^SUBSET = GDS34_5
!subset_dataset_id = GDS34
!subset_description = 90 minute
!subset_sample_id = GSM1023
!subset_type = time
^DATASET = GDS34
#ID_REF = Platform reference identifier
#IDENTIFIER = identifier
#GSM1019 = Value for GSM1019: 25C -- 15 min; src: 37C; src: 25C - 15 min
#GSM1020 = Value for GSM1020: 25C -- 30 min; src: 37C; src: 25C - 30 min
#GSM1021 = Value for GSM1021: 25C -- 45 min; src: 37C; src: 25C - 45 min
#GSM1022 = Value for GSM1022: 25C -- 60 min; src: 37C; src: 25C - 60 min
#GSM1023 = Value for GSM1023: 25C -- 90 min; src: 37C; src: 25C - 90 min
!dataset_table_begin
ID_REF	IDENTIFIER	GSM1019	GSM1020	GSM1021	GSM1022	GSM1023
3726	AHK1	-1.112	-0.354	-0.393	-0.46	-0.386
3727	STE7	0.023	0.285	0.194	0.262	0.041
3728	ENT1	-0.129	0.003	-0.054	0.759	-0.023
3729	YDL163W	-0.634	-0.995	-0.928	-1.493	-0.27
3730	CDC36	0.03	0.228	0.07	null	0.426
3731	NRP1	0.599	0.727	0.404	-0.532	-0.274
3732	UGX2	-0.87	-0.905	-1.629	-1.341	-1.34
3733	TRP1	0.088	0.78	0.164	0.886	0.064
3734	GAL3	null	null	null	null	-0.975
3735	SNQ2	0.107	null	null	null	-0.376
3736	PSF1	-0.439	-0.395	0.053	0.28	0.402
3737	YDR015C	null	null	null	null	null
3738	KCS1	-0.906	-0.553	-2.129	-0.971	-0.389
3739	STE5	-0.065	-0.129	-0.062	-0.463	-0.23
3740	TMS1	-0.797	-1.094	-0.829	-0.783	-0.347
3741	TMN2	-0.022	-0.843	-0.274	-0.811	-0.509
3742	YDR109C	-0.403	-0.52	-0.679	-0.241	-0.773
3743	ALT2	-0.095	0.626	0.565	1.682	1.245
3744	PDS1	-0.871	null	-2.062	0.531	0
3745	YDR199W	-0.613	-0.435	-0.366	0.002	-0.443
3746	SPC19	-0.832	-0.694	-0.83	-0.204	-0.287
3747	YDR203W	-0.752	-0.586	-0.941	-1.499	-0.976
3748	MSC2	0.292	0.05	0.055	-0.358	-0.157
3749	UME6	-0.017	0.286	0.158	0.23	0.19
3750	YDR209C	-0.833	-0.548	-0.988	0.076	-0.421
3751	HDA2	-2.251	null	-0.202	-1.093	null
3752	SUR2	-0.264	-0.213	-0.039	1.326	0.188
3753	BFR2	0.694	0.895	0.66	0.648	0
3754	CFT1	0.341	0.549	-0.016	-0.372	-0.144
3755	RSC3	0.301	-0.242	0.136	-0.426	-0.041
3756	HNT2	-0.537	-0.397	-0.745	0.15	-0.057
3757	YDR391C	-0.397	-0.609	-0.489	-0.095	-0.127
3758	SHE9	-0.159	0.125	-0.06	0.156	0.224
3759	SXM1	0.281	0.151	0.503	-0.408	-0.09
3760	NCB2	-0.035	0.109	-0.243	0.983	0.087
3761	HPT1	1.252	1.213	1.38	1.477	1.467
3762	YDR401W	-0.355	-0.19	-0.112	-0.993	-0.413
3763	RIB3	0.181	0.304	-0.287	0.353	0.19
3764	SLD5	0.304	0.044	0.133	0.11	0.143
3765	YDR491C	1.571	1.511	1.363	-0.398	-0.321
3766	MZM1	-0.248	-0.221	-1.022	-0.07	-0.666
3767	VPS3	-0.394	-0.303	-0.015	-0.703	-0.585
3768	ITR1	0.335	0.461	-0.19	0.597	0.118
3769	YAL037W	0.227	-0.77	null	null	-0.234
3770	CYC3	0.591	-2.188	null	null	0.272
3771	CDC24	0.279	null	null	null	-0.379
3772	PTA1	-1.047	null	null	-1.819	0.243
3773	YAL045C	-0.554	0.502	null	1.052	-0.019
3774	SPC72	-0.306	0.286	null	null	-0.619
3775	YBL028C	0.858	1.212	1.04	1.094	0.579
3776	PET9	0.129	0.069	-0.517	0.278	0.968
3777	HEK2	-0.205	-0.075	-0.116	0.971	0.776
3778	STU1	-1	-2.07	-0.102	null	null
3779	YBL036C	-0.166	0.159	0.14	0.477	-0.103
3780	MRPL16	0.195	-0.092	-0.152	0.269	-0.007
3781	HHF1	-0.177	-0.255	-0.558	0.902	1.099
3782	IPP1	-0.1	0.013	-0.311	0.297	0.288
3783	YBR012W-A	0.652	0.171	0.523	-0.238	-0.196
3784	YBR013C	-0.145	0.037	-0.173	-0.329	-0.532
3785	MNN2	-0.128	0.335	-0.186	0.863	0.522
3786	KAP104	0.376	0.467	null	-0.233	-0.038
3787	FES1	-0.405	-0.061	-0.347	0.057	-0.23
3788	SIF2	-0.499	-0.178	-0.668	0.083	-0.219
3789	VID24	0.748	0.629	-0.319	0.628	-0.51
3790	IML3	0.544	0.43	-0.102	0.145	0.04
3791	CMD1	0.036	0.323	0.213	0.585	0.361
3792	YSA1	-0.4	-0.19	-1.135	0.014	-0.586
3793	RAD23	0.572	-0.382	null	null	0.386
3794	CYC7	-1.213	-1.504	null	-0.945	-0.358
3795	YEF1	-0.896	-1.741	null	null	-0.343
3796	YEL043W	0.345	-0.399	null	null	0.455
3797	YEL045C	0.243	-0.424	null	null	0.128
3798	FRD1	-0.308	-0.07	null	-0.632	0.02
3799	GIP2	0.112	null	null	null	null
3800	YER0561C	0.254	0.87	0.526	1.597	1.083
3801	HMF1	0.291	0.617	0.528	1.328	1.207
3802	PCL6	-0.388	-0.488	-0.462	-0.474	-0.488
3803	CEM1	-0.149	-0.968	-1.401	-0.763	-1.027
3804	THO1	0.206	0.197	-0.296	0.687	-0.185
3805	SPT15	0.406	0.678	0.399	0.899	0.218
3806	SPI1	-0.259	-1.127	-1.785	-1.553	-1.993
3807	YER152C	-0.123	null	-1.295	-0.761	-0.674
3808	OXA1	0.029	0.174	-0.858	0.598	0.01
3809	YER156C	0.488	0.524	0.553	0.628	1.287
3810	YER158C	-0.547	-0.727	-0.757	-0.662	-0.997
3811	YFL051C	-0.611	-0.765	-1.113	-0.987	-0.932
3812	DAK2	-2.014	-0.946	null	-1.423	-0.818
3813	AGP3	-0.67	-0.83	null	-0.722	-0.605
3814	AAD6	-1.549	-0.713	null	-0.328	0.044
3815	SNZ3	-1.273	-1.045	-1.431	-0.553	-0.573
3816	DDI2	-1.405	-1.14	-1.228	-1.155	-0.522
3817	ALK1	-0.342	-0.25	0.163	-0.976	-0.41
3818	PIB2	-0.432	-0.567	-0.268	-0.362	-0.041
3819	PGD1	-0.108	-0.005	0.181	0.182	0.195
3820	CWH41	-0.141	-0.466	-0.391	-0.048	0.113
3821	CGR1	1.275	1.489	1.444	1.508	0.634
3822	RPL24A	0.262	0.717	0.678	1.492	1.123
3823	YGL117W	1.877	0.739	0	0.16	-0.161
3824	COQ8	-0.016	0.128	-0.304	0.131	-0.114
3825	GPG1	-0.858	-1.116	-1.66	-1.619	-1.504
3826	RPS2	0.34	1.082	0.577	2.379	1.558
3827	MET13	-0.006	-0.282	-1.552	-0.3	-0.164
3828	SOH1	0.014	null	-0.28	-0.077	-0.011
3829	SKI8	0.04	0.179	0.525	0.463	0.561
3830	CLG1	0.88	0.916	0.654	-0.868	0.086
3831	YGL217C	-0.153	null	-1.01	-0.993	-0.186
3832	MDM34	0.124	0.377	-0.087	0.432	-0.007
3833	NIF3	-0.657	-0.454	-0.854	0.428	-0.538
3834	COG1	-0.004	-0.182	-0.277	-0.186	-0.1
3835	TAM41	0.289	-0.017	0.357	-0.121	-0.02
3836	UFD1	0.177	0.303	-0.416	-0.167	-0.405
3837	YGR050C	-0.617	-0.189	-0.468	0.077	-0.45
3838	FMP48	-0.901	-0.511	-1.134	-1.451	-1.282
3839	YGR054W	0.125	0.221	null	-0.607	-0.025
3840	RSC1	0.269	0.616	0.039	0.29	-0.194
3841	BTN2	-1.363	-1.138	-0.207	-1.032	-0.976
3842	THI4	-0.706	-0.779	-1.517	-0.346	-0.655
3843	ECL1	-1.522	-1.371	-1.127	-1.245	-1.04
3844	RPL24B	0.307	0.661	0.798	1.279	1.095
3845	CCM1	-0.434	0.72	0.766	null	0.678
3846	RSR1	-0.168	-0.054	0.357	0.621	0.515
3847	KEL2	-0.786	-0.511	-0.191	-0.092	-0.067
3848	PFK1	-0.112	-0.131	-0.029	0.043	0.788
3849	YGR242W	-0.516	-0.633	0.141	-1.377	-0.539
3850	LSC2	1.077	0	0.347	-0.077	-0.613
3851	BRF1	-0.044	0.121	0.202	0.069	0.119
3852	SOL4	-1.276	-2.069	-2.077	-1.396	-2.679
3853	CBP2	-0.034	-0.39	-0.125	-0.003	-0.343
3854	ARN1	-0.928	null	0.823	-0.899	null
3855	YHL042W	-1.203	-1.227	-0.566	-0.931	-0.705
3856	YHL044W	-1.086	-0.941	-0.64	-0.882	-0.322
3857	PAU13	-0.129	0	-0.066	-0.423	-0.009
3858	COS8	-0.539	-0.468	0.075	-0.041	0.478
3859	KSP1	-0.059	-0.025	null	-0.787	-0.515
3860	STE12	0.395	0.458	null	0.183	-0.041
3861	NAM8	0.571	0.034	null	-0.019	0.31
3862	RPF1	0.675	0.954	0.374	1.014	0.125
3863	YNG2	0.014	-0.05	-0.052	0.171	-0.386
3864	HXT4	1.275	0.443	0.205	-0.646	-0.571
3865	YHR177W	-1.085	-0.773	-1.384	-1.185	-0.498
3866	OYE2	0.047	0.317	-0.658	0.899	-0.369
3867	SVP26	-0.217	-0.042	-0.158	0.262	0.263
3868	GND1	0.183	1.179	0.737	null	0.496
3869	PFS1	-0.637	-0.678	-1.425	null	-0.759
3870	IKI1	0.325	0.158	-0.377	0.059	0.114
3871	YIL054W	-0.427	-0.888	-0.572	-0.709	-0.327
3872	VHR1	0.342	-0.109	-0.265	-0.691	0.099
3873	YIL058W	-0.882	-0.825	-0.585	-1.141	-0.333
3874	YIL060W	0.176	0.196	-0.051	-0.009	-0.34
3875	ARC15	-0.407	-0.655	-1.388	0.378	-0.13
3876	EFM4	0.256	1.223	0.321	1.417	0.589
3877	ESL1	0.401	1.585	0.138	-0.177	0.363
3878	RRD1	-0.81	-1.052	2.256	-0.367	0.309
3879	GUT2	-3.263	-3.322	0.392	0.059	0.858
3880	COA1	-0.477	-0.537	-1.219	-0.115	-0.388
3881	BNR1	-1.248	0.232	0.167	0.386	0.051
3882	YIL161W	-0.104	-0.268	0.19	0.025	-0.179
3883	RNR2	0.159	0.028	0.083	0.087	0.436
3884	YJL028W	-0.719	-0.567	-1	0.323	-0.611
3885	MAD2	0.17	null	-0.88	-0.196	-1.078
3886	YJL032W	-1.063	-0.611	-0.575	-0.24	-0.41
3887	KAR2	-1.444	-1.996	-1.934	-1.722	-1.204
3888	SNX4	-0.202	-0.162	-0.053	-0.532	-0.165
3889	MTC1	-0.029	0.107	0.241	0.502	-0.088
3890	GCD14	0.543	0.473	0.435	0.136	0.059
3891	SPT10	0.061	-0.411	0.754	null	-0.329
3892	TRK1	0.502	0.74	0.417	0.523	0.124
3893	AIM23	-0.335	-0.93	-0.757	-0.197	-0.032
3894	MRS3	0.627	0.718	-0.09	1.475	0.312
3895	HXT9	-0.142	-0.585	-0.985	-0.313	-0.687
3896	IMA4	-0.297	-0.443	-0.474	-0.497	-0.559
3897	PAU1	-0.208	null	-0.346	-0.424	-0.187
3898	AVT1	-0.397	-0.629	-0.861	-0.09	0.197
3899	MRX12	0.555	0.558	0.421	0.158	-0.002
3900	APL1	-0.137	null	-0.279	-0.415	0.127
3901	JSN1	-0.083	-0.377	-0.613	-1.097	-0.186
3902	FIP1	0.097	0.289	-0.259	0.146	0.13
3903	SFC1	-0.5	-0.792	-0.953	-1.21	-0.812
3904	JJJ3	0.548	0.553	0.288	-0.057	-0.329
3905	YUH1	-1.177	-0.927	-1.266	-0.472	-0.618
3906	RSM26	-0.242	-0.365	-0.358	-0.049	0.009
3907	URA6	0.16	1.159	0.196	1.627	0.324
3908	GPX1	-0.939	-0.481	-0.856	-0.858	-0.619
3909	TFA1	0.637	0.43	0.39	0.475	-0.037
3910	YKL030W	-0.086	-0.111	-0.167	0.237	-0.044
3911	IXR1	0.958	0.465	0.243	0.37	0.25
3912	TUL1	-0.155	-0.193	-0.441	-0.497	-0.174
3913	VPH2	-0.317	null	-0.146	0.174	-0.089
3914	DGR2	-1.171	-0.954	-0.671	-0.835	-0.561
3915	YKL123W	-0.087	-0.572	-0.083	-0.175	-0.316
3916	RRN3	0.299	0.546	0.072	0.291	0.254
3917	PGM1	-0.305	-0.833	-1.022	-0.495	0.485
3918	MYO3	-0.008	-0.217	-0.875	-0.788	-0.325
3919	OXP1	0.455	-0.566	-0.107	0.358	-0.11
3920	JEN1	0.071	0.017	-0.236	-0.199	-0.539
3921	COS9	-0.382	-0.395	0.028	-0.218	0.043
3922	MCH2	-0.822	-0.843	-0.442	-0.789	-0.617
3923	YKL223W	-0.44	-0.876	-0.48	-0.646	-0.465
3924	YKL225W	-0.38	-0.382	-0.607	-0.277	-0.384
3925	PRP16	-0.67	-0.615	null	0.078	0.684
3926	TVP38	-0.14	-0.07	0.016	0.054	0.154
3927	PXL1	-0.379	-0.054	0	0.246	0.098
3928	SRP40	0.642	1.029	0.515	0.692	0.341
3929	RPL40B	0.35	1.026	0.905	1.492	1.325
3930	ESL2	0.037	-0.014	0.227	-0.235	-0.1
3931	RLP24	0.987	1.343	1.021	1.123	0.471
3932	LOT6	-0.539	null	null	null	-0.176
3933	GAT3	-0.451	null	-2.755	null	null
3934	BRE2	0.26	0.576	0.008	0.506	0.128
3935	MEU1	1.218	1.336	0.306	0.971	0.462
3936	PSR2	0.185	0.053	-0.433	0.403	0.544
3937	SEN2	-0.093	0.073	-0.04	0.569	-0.106
3938	REX3	0.449	0.08	0.029	-0.166	-0.274
3939	AHP1	0.488	0.182	0.23	0.335	0.775
3940	YLR111W	-0.347	1.188	-0.569	-1.282	0.433
3941	HOG1	-0.202	-0.208	-0.326	-0.533	0.053
3942	CFT2	-0.017	-0.402	-0.019	-0.851	-0.139
3943	COQ9	-0.173	-0.475	-0.719	-0.344	-0.142
3944	MSS51	-0.158	0.098	-0.504	0.545	0.054
3945	HMX1	-1.225	null	-0.693	0.007	-0.565
3946	HRD3	0.239	-0.392	-0.171	-0.616	-0.498
3947	PNP1	-0.123	-0.156	-0.734	0.106	0.115
3948	ATG38	-0.807	-0.798	-0.79	-0.8	-0.63
3949	YLR297W	-1.953	-1.518	-1.336	-0.759	-0.784
3950	ECM38	-1.289	null	-1.104	-0.743	-0.492
3951	HRI1	-0.513	-0.298	-0.638	0.17	-0.241
3952	MET17	-0.036	-0.428	-0.84	-0.504	0.303
3953	STT4	-0.297	-0.39	-0.504	-0.726	0.259
3954	CDA1	-1.348	-1.613	-1.476	-1.656	-1.511
3955	ATP10	-0.552	-1.08	-0.548	-1.169	-0.881
3956	COX8	-0.267	-0.479	-0.476	0.298	0.44
3957	AFG2	0.505	1.027	0.319	1.371	0.502
3958	BDF1	-0.138	0.02	-0.326	0.442	-0.377
3959	DUS3	0.521	0.453	0.846	0.602	0.257
3960	SFP1	0.77	0.207	0.15	-0.1	0.175
3961	YOX1	-0.342	-0.301	-0.272	0.553	0.23
3962	USA1	0.115	0.725	-0.011	0.501	0.008
3963	NDC1	0.646	0.714	0.103	0.35	0.216
3964	SRC1	-0.598	0.068	-0.339	0.295	-0.178
3965	AMD1	0.412	0.647	0.235	-0.03	0.309
3966	YMD8	0.6	0.347	0.337	-0.155	0.367
3967	MIX17	-0.238	-0.072	-0.753	0.26	0.043
3968	MVP1	-0.405	-0.471	-0.232	-0.522	-0.425
3969	YMR007W	-0.819	-0.814	-0.638	-0.594	-0.816
3970	ADI1	-0.768	-0.992	-0.855	-0.797	-1.004
3971	HXT2	3.826	0.992	2.186	2.119	2.488
3972	SEC59	0.185	-0.082	0.115	-0.121	0.112
3973	SPG4	-0.747	-0.68	-1.824	-0.519	-1.031
3974	MYO5	0.444	0.231	0.927	0.177	0.556
3975	YMR111C	-0.338	-0.653	-0.57	-0.254	-0.934
3976	FOL3	0.055	-0.096	-0.694	-0.147	-0.218
3977	MGR3	0.183	0.328	-0.069	0.4	0.161
3978	ASI1	-0.277	-0.359	-0.337	-0.778	-0.217
3979	SCJ1	-0.165	-0.612	-0.083	-0.373	-0.423
3980	SKY1	0.235	-0.069	-0.236	-0.397	0.184
3981	TRS130	0.506	0.35	0.542	-0.261	0.007
3982	ERG8	-0.549	-0.495	-0.471	-0.287	-0.146
3983	FSH2	-0.296	-0.792	-1.3	-0.244	0.034
3984	MRE11	0.247	null	0.127	-0.371	null
3985	FET4	0.27	0.352	0.124	-0.163	-0.019
3986	YMR321C	0.378	0.946	1.034	1.51	0.853
3987	ERR3	-0.277	0.246	-0.697	-0.35	-0.372
3988	YMR326C	-0.072	-0.334	0	-0.199	null
3989	RLP7	0.858	1.193	0.982	0.996	0.499
3990	HRB1	-0.154	0.333	-0.199	0.826	-0.084
3991	RHO2	0.035	0.07	-0.456	0.509	0.164
3992	YNL092W	-0.862	-0.708	-1.205	-1.262	-1.023
3993	APP1	0.284	0.424	0.049	0.1	-0.159
3994	RPS7B	0.574	1.315	1.004	1.36	1.064
3995	RAS2	-0.411	-0.927	-0.935	-0.809	-0.069
3996	MIC27	-0.164	-0.261	-0.447	-0.13	-0.103
3997	UBP10	1.429	1.213	0.834	0.942	0.277
3998	KAR1	-0.405	-0.288	-0.13	-0.001	-0.29
3999	YNL190W	-0.288	0.325	-0.277	0.982	0.605
4000	CHS1	-0.208	-0.217	0.247	-0.643	0.019
4001	YNL194C	-0.878	-0.923	-1.291	-1.239	-0.703
4002	SLZ1	-0.445	-0.805	-1.053	-0.637	-0.77
4003	POP3	0.036	-0.319	-0.604	-0.604	-0.238
4004	MRPL10	-0.379	-0.419	-0.44	0.139	-0.153
4005	CUS2	-0.389	-0.407	-0.395	-0.058	-0.458
4006	CAF40	0.031	0.276	0.013	0.862	0.441
4007	RFC3	-0.114	-0.953	-0.527	-0.507	-0.456
4008	PUS4	0.25	0.459	-0.042	1.011	0.189
4009	ZRG17	0.091	0.41	0.329	0.462	-0.193
4010	COQ2	-1.014	-0.111	0.165	-0.095	0.261
4011	MVD1	-0.044	0.454	-0.155	1.015	0.064
4012	PET494	0.39	-0.952	-0.055	0.229	0.031
4013	FPK1	0.089	0.012	0.357	null	0.257
4014	MSO1	3.02	-1.032	-1.032	null	-0.102
4015	YOL057W	0.088	-0.263	0.09	-0.561	0.164
4016	GPD2	0.425	0.004	0.119	-0.095	0.541
4017	PRS5	1.02	1.078	0.263	1.072	0.524
4018	CRT10	0.124	null	0.139	-0.67	-0.219
4019	INP54	-1.02	-1.046	-0.909	-0.621	-0.272
4020	RTG1	-0.964	-0.403	-0.933	-0.934	-0.482
4021	YOL153C	-0.653	-0.939	-1.085	-0.993	-0.92
4022	HPF1	0.665	-0.783	null	-0.189	0.24
4023	IMA2	-0.233	-0.651	-0.587	-0.234	-0.386
4024	YOL159C	-0.68	-0.799	-0.78	-0.364	-0.785
4025	PAU20	-0.052	-0.309	-0.416	-0.25	-0.204
4026	YOL163W	-0.873	-1.213	-0.465	-0.546	-0.807
4027	WHI5	-0.825	-0.71	-0.897	-0.866	-0.14
4028	OST3	0.087	-0.411	0.023	-0.46	0.209
4029	YVC1	-0.388	-1.066	-0.328	-1.755	-0.51
4030	VPS21	-0.349	-0.183	-0.379	0.073	-0.359
4031	TMA46	0.349	0.065	0.15	0.268	-0.31
4032	CMR2	0.107	-0.971	null	-0.242	-0.348
4033	SYC1	-0.588	-0.503	-0.684	-0.423	-0.352
4034	LAS17	-0.187	-0.185	0.013	-1.14	0.137
4035	FYV12	-0.349	-0.681	-1.922	-0.448	-0.835
4036	GSP2	-0.021	0.186	0.321	-0.163	-0.3
4037	TUF1	-0.3	-0.252	-0.986	0.601	0.221
4038	IES4	-0.23	-0.311	-0.843	0.034	-0.326
4039	RIM20	0.127	-0.601	-0.218	-0.801	-0.453
4040	YOR277C	0.633	0.808	0.949	1.177	0.944
4041	RFM1	-0.234	0.118	0.309	0.271	-0.16
4042	PLP2	0.015	0.075	-0.11	0.467	0.095
4043	YOR283W	0.433	0.537	-0.002	0.26	-0.254
4044	RDL1	-0.647	-1.001	-1.314	-0.517	-0.618
4045	GPB1	0.33	null	1	null	-0.528
4046	NUD1	null	null	null	null	4
4047	GDH1	-0.303	null	null	null	1.927
4048	ATF1	1.674	1.536	1.508	null	-0.142
4049	YOR379C	-0.732	-1.494	null	null	-0.503
4050	FRE3	-3.572	null	null	null	null
4051	YPL073C	-2.429	-1.821	null	null	-0.613
4052	GCR1	-0.451	null	null	null	0.076
4053	YPL077C	-1.064	null	null	-0.8	-0.728
4054	RPL21B	0.341	1.127	0.718	1.576	1.318
4055	RPS9A	0.317	0.725	0.105	0.691	0.791
4056	SEN54	0.012	null	0.381	-0.172	-0.227
4057	MEX67	0.363	0.303	0.139	-0.361	-0.16
4058	OYE3	2	1.322	0.874	0.574	-0.295
4059	MRPL40	0.032	0.132	-0.485	0.29	-0.048
4060	SPT14	0.191	0.322	0.296	0.106	0.017
4061	CUP9	-0.414	0.528	-0.107	0.476	-0.532
4062	PPQ1	1.21	0.708	0.964	-0.173	0.439
4063	DIP5	-1.063	-2.07	-2.212	-2.379	-0.29
4064	ACM1	-0.994	-1.328	-0.413	0.172	-0.237
4065	KAR9	-0.081	-0.638	-0.505	-0.949	-0.074
4066	ATP15	-0.741	-1.322	null	-0.436	-0.737
4067	SAM4	0.497	0.974	1.139	1.186	0.818
4068	FDH2	-0.434	null	-0.568	-0.739	-0.628
4069	YPR078C	-0.5	-0.684	-0.565	-0.53	-0.199
4070	TEF1	-0.2	0.344	0.041	1.493	0.991
4071	DIB1	-0.301	0.212	-0.266	0.374	-0.054
4072	YPR084W	-0.276	0.009	-0.092	0.102	-0.288
4073	SUA7	0.695	0.649	0.538	0.723	0.123
4074	SRP54	0.147	-0.069	0.319	-0.32	-0.094
4075	YPR174C	0.305	null	0.515	null	null
4076	BET2	-0.33	-0.375	-0.23	-0.014	-0.093
4077	PRP4	-0.556	-0.194	-0.735	-0.255	-0.61
4078	AOS1	-0.907	-0.608	-0.605	-0.378	-0.706
4079	SMX3	-0.628	-1.494	-1.919	-0.443	0.006
4080	GDB1	0	-0.889	null	-0.482	-0.598
4081	NORF 28	0.205	-0.044	0.119	0.006	-0.019
4082	NORF 32	0.293	-0.412	-0.217	-0.711	-0.457
4083	NORF 36	-0.119	-0.521	-0.032	0.11	0
4084	NORF 40	0.949	0.291	0.692	-0.292	-0.08
4085	NORF 44	-0.721	-1	-1.14	-0.891	-1.121
4086	NORF 48	-0.517	-0.415	-0.629	0.144	-0.457
4087	YCLX05C	-0.52	-1.091	-1.78	0.11	-0.092
4088	NPP1	-0.054	0.543	-0.114	-0.288	-0.018
4089	FEN2	0.367	0.479	0.215	0.095	-0.011
4090	BPH1	0.482	0.585	0.317	0.387	0.548
4091	RRT12	0.011	-0.364	-0.323	0.022	0.128
4092	SED4	0.079	-0.192	-0.346	0.54	0.038
4093	CCH1	0.078	1.078	0.485	-0.452	0.447
4094	SLH1	0.101	0.144	-0.145	0.129	-0.121
4095	MAL12	0.505	-0.254	0.285	0.049	-0.076
4096	ARN1	-0.216	-0.352	-0.553	-0.669	0.069
4097	ERG11	-0.22	0.055	0.138	0.328	0.249
4098	TDA3	0.208	0.334	-0.472	-0.117	-0.26
4099	NUP188	0.462	-0.128	0.138	-0.473	-0.217
4100	STB4	-0.16	null	-0.012	-0.702	-0.495
4101	SRT1	-0.582	-0.246	-0.333	-0.484	-1.113
4102	YMR103C	-0.632	-0.923	-0.71	-0.992	-0.483
4103	DNF3	0.617	-1	-1.585	-0.635	-0.943
4104	DDR48	-0.38	-0.171	-0.546	-0.264	-0.288
4105	YPR071W	-0.006	0.12	-0.042	-0.846	-0.592
4106	FHL1	0.286	0.173	0.324	-0.024	0.067
4107	CTF4	-0.442	-0.322	0.109	-0.051	0.505
4108	MMS1	-0.12	null	0.724	-1.067	-0.296
4109	SKI3	-0.338	null	0.109	-0.962	-0.402
4110	EMPTY	-1.86	null	-0.637	-1.781	-0.491
4111	CGI121	-0.12	0.032	-0.094	0.248	-0.011
4112	SNU56	-0.175	-0.041	0.044	-0.632	-0.49
4113	AMD2	-0.374	-0.1	-0.038	-0.381	-0.361
4114	PEX5	1.006	-0.135	0.588	-0.09	-0.189
4115	YAL043C-A	-0.491	-0.201	-0.412	-0.833	0.255
4116	VHS1	-0.795	-0.93	-0.296	-0.861	-0.157
4117	ASC1	0.783	1.056	0.743	1.674	1.522
4118	ALD3	0.812	-0.541	0.823	0.743	-0.023
4119	SIP18	-0.678	-0.61	null	-1.014	-0.782
4120	GTO3	-0.13	-0.595	-1.707	-1.824	-1.703
4121	ZDS1	0.335	0.443	0.149	0.129	0.261
4122	YOL053C	-1.916	-2.425	-2.485	-2.117	-2.077
4123	TIF4631	0.317	0.685	0.559	0.084	0.517
4124	NPR3	0.371	-0.174	0.291	0.083	-0.053
4125	ECM29	0.065	-0.239	-0.358	-0.894	-0.423
4126	EFM1	0.449	0.711	0.966	0.11	0.523
4127	MAS2	0.421	0.708	-0.045	0.503	0.136
4128	SLT2	0.257	0.574	0.105	0.255	-0.037
4129	YML117W-A	-0.51	-0.138	-2.07	0.072	-0.152
4130	YMR045C	0.605	0.018	0.209	-1.282	-0.457
4131	YMR052C-A	-0.594	-0.285	-0.181	-0.141	-0.147
4132	YMR086C-A	-0.066	null	-0.417	-0.222	-0.294
4133	YMR135W-A	0.471	-0.821	0	-0.516	0.27
4134	RPS16A	0.528	0.917	0.994	1.507	1.325
4135	AVL9	0.029	-0.15	-0.098	-0.721	-0.387
4136	RRN5	0	-0.585	-0.644	null	-0.515
4137	KAP95	0.287	-0.065	-0.069	-0.993	-0.115
4138	STP3	-0.278	-0.102	-0.253	0.698	-0.081
4139	BDF1	-0.273	-0.051	-0.221	0.094	-0.481
4140	YLR446W	0.089	0.325	0.14	0.164	0.042
4141	NORF 98	-0.653	1.085	null	null	0.303
4142	NORF 100	null	-0.089	null	null	-0.181
4143	NORF 102	null	0.219	null	null	0.724
4144	NORF 104	null	0.593	null	null	0.42
4145	NORF 106	null	null	null	null	null
4146	NORF 109	null	null	null	null	null
4147	EMPTY	null	null	null	null	null
4148	EMPTY	null	null	null	null	null
4149	EMPTY	null	null	null	null	null
4150	EMPTY	null	null	null	null	null
4151	EMPTY	null	null	null	null	null
4152	EMPTY	null	null	null	null	null
4153	YCR001W	null	null	null	null	null
4154	PMP1	null	null	null	null	null
